R,s_min(0),viable fraction,closed form valid
0.5,25.0,0.6635706616693812,False
1.0,12.5,0.8263888888857639,True
1.5,8.333333333333334,0.884259259257176,True
2.0,6.25,0.913194444442882,True
3.0,4.166666666666667,0.9421296296285879,True
